label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
idle,0.46917709708213806,0.8302872776985168,7.676079007978842e-07,0.5368590950965881,0.784883975982666,-0.05158105492591858,0.5865481495857239,0.7116079330444336,-0.07824783027172089,0.6243581771850586,0.637622058391571,-0.10002977401018143,0.6676968932151794,0.5867445468902588,-0.12118783593177795,0.5418923497200012,0.5421171188354492,-0.04461265355348587,0.5716947317123413,0.42748934030532837,-0.07159281522035599,0.5871217250823975,0.3480589985847473,-0.0932651236653328,0.5985257029533386,0.277423232793808,-0.1092914268374443,0.4964428246021271,0.5184682011604309,-0.0381883941590786,0.5054349303245544,0.3794708251953125,-0.062207698822021484,0.5104831457138062,0.2858726978302002,-0.08167038857936859,0.5147752165794373,0.2031499445438385,-0.09594633430242538,0.4523603320121765,0.5275505185127258,-0.03768482431769371,0.4519164264202118,0.39958664774894714,-0.06277719885110855,0.4526694715023041,0.3123025894165039,-0.08026262372732162,0.4555996060371399,0.23556524515151978,-0.09162461757659912,0.4082072973251343,0.5609818696975708,-0.04203252121806145,0.3944186270236969,0.462382048368454,-0.06607810407876968,0.3861730694770813,0.39209994673728943,-0.07877323776483536,0.38085442781448364,0.3227836787700653,-0.0866563692688942
idle,0.47753340005874634,0.8239537477493286,7.615695949425572e-07,0.5448724031448364,0.7779960036277771,-0.05042073875665665,0.5946017503738403,0.7050386071205139,-0.07650896161794662,0.6317307949066162,0.6302654147148132,-0.09783709049224854,0.674592137336731,0.5790281295776367,-0.1185075044631958,0.5489611625671387,0.5331888198852539,-0.043504007160663605,0.5788474082946777,0.4176608920097351,-0.07047392427921295,0.5938451290130615,0.33803150057792664,-0.09220721572637558,0.6047891974449158,0.26749008893966675,-0.10819565504789352,0.5030394792556763,0.5102028250694275,-0.037540022283792496,0.5114100575447083,0.3690448999404907,-0.06171245872974396,0.516585111618042,0.2748820185661316,-0.08132525533437729,0.5208595395088196,0.19332730770111084,-0.09563452005386353,0.45864415168762207,0.5201902389526367,-0.037406519055366516,0.4585641920566559,0.3887093961238861,-0.06269603967666626,0.45967093110084534,0.3000677227973938,-0.08058716356754303,0.4631102979183197,0.22331103682518005,-0.09210578352212906,0.4144260287284851,0.5547348856925964,-0.04195018485188484,0.40033358335494995,0.4539000988006592,-0.06627874076366425,0.39177876710891724,0.38349172472953796,-0.07921264320611954,0.38605189323425293,0.31447863578796387,-0.08711408823728561
idle,0.4723012149333954,0.781556248664856,7.965664963194286e-07,0.5402066707611084,0.733993411064148,-0.05518224835395813,0.5880835056304932,0.6621931195259094,-0.08314277231693268,0.6222954392433167,0.58596271276474,-0.10554765909910202,0.663151741027832,0.5307034254074097,-0.12714983522891998,0.5410558581352234,0.4931018054485321,-0.04532327502965927,0.5686460733413696,0.37824955582618713,-0.0714927464723587,0.5825429558753967,0.2973053753376007,-0.09280750900506973,0.592221200466156,0.22751566767692566,-0.10841350257396698,0.4954790472984314,0.47317227721214294,-0.03655644878745079,0.5019392371177673,0.33208274841308594,-0.0593266561627388,0.505715012550354,0.2382173240184784,-0.07800551503896713,0.5090538263320923,0.1568964719772339,-0.09173928946256638,0.45215368270874023,0.48432713747024536,-0.03419562801718712,0.4509732127189636,0.3541610836982727,-0.05826350301504135,0.4513758718967438,0.26683521270751953,-0.07590524852275848,0.4542456567287445,0.1921081244945526,-0.08748272061347961,0.40906286239624023,0.5180321335792542,-0.03705894574522972,0.39477717876434326,0.419188529253006,-0.060437507927417755,0.38595816493034363,0.35029441118240356,-0.0735432356595993,0.38007140159606934,0.28322845697402954,-0.08190202713012695
idle,0.47419142723083496,0.7813283205032349,7.648225164302858e-07,0.541497528553009,0.7351325154304504,-0.05346446484327316,0.5900394320487976,0.6625115871429443,-0.08025627583265305,0.6240523457527161,0.5862351059913635,-0.10171185433864594,0.6651545166969299,0.5315230488777161,-0.12235788255929947,0.5436772704124451,0.492634654045105,-0.04397697374224663,0.5712354779243469,0.37762367725372314,-0.0702742338180542,0.585008442401886,0.2982845902442932,-0.09197548776865005,0.5948799848556519,0.22797149419784546,-0.10801032185554504,0.49869757890701294,0.4714876115322113,-0.03601326793432236,0.505749523639679,0.33217135071754456,-0.0593099519610405,0.5097572207450867,0.23841342329978943,-0.07907392829656601,0.5131258964538574,0.1571739912033081,-0.0936107188463211,0.455497145652771,0.4822083115577698,-0.03417842090129852,0.45411378145217896,0.3544764220714569,-0.058532584458589554,0.45425981283187866,0.2675335109233856,-0.0764244794845581,0.4567118287086487,0.19244152307510376,-0.08813118934631348,0.4122632145881653,0.5161154866218567,-0.03737388923764229,0.39841407537460327,0.41877904534339905,-0.060727838426828384,0.3898509740829468,0.3502679467201233,-0.0735798180103302,0.3838784694671631,0.28336864709854126,-0.08165767788887024
idle,0.474185049533844,0.7848609685897827,7.648033601981297e-07,0.5410311222076416,0.7383263111114502,-0.05358574166893959,0.5892035961151123,0.6654231548309326,-0.08055561035871506,0.6232136487960815,0.5893484950065613,-0.10216466337442398,0.6641829013824463,0.5344783663749695,-0.12298358231782913,0.5434284210205078,0.49665379524230957,-0.044521551579236984,0.5707056522369385,0.38163119554519653,-0.07110609114170074,0.5845192074775696,0.3018428385257721,-0.09289099276065826,0.5945051908493042,0.23143726587295532,-0.10897800326347351,0.49852705001831055,0.4750521183013916,-0.0366690568625927,0.5056273937225342,0.33580976724624634,-0.0603150799870491,0.5097350478172302,0.2416137456893921,-0.08015166223049164,0.5132035613059998,0.159993976354599,-0.09467925876379013,0.4553372859954834,0.4855227768421173,-0.03495208919048309,0.45406627655029297,0.3574717044830322,-0.059796806424856186,0.4540879428386688,0.26987650990486145,-0.07779037952423096,0.4563363194465637,0.1942441463470459,-0.08947501331567764,0.4121619462966919,0.5193508863449097,-0.03823721408843994,0.397870808839798,0.4217323362827301,-0.062146298587322235,0.38923653960227966,0.35253041982650757,-0.07520300894975662,0.3833957314491272,0.2848780155181885,-0.08334362506866455
idle,0.47104886174201965,0.79791259765625,7.619460689056723e-07,0.5374823212623596,0.7515798807144165,-0.0531914196908474,0.585536539554596,0.677760124206543,-0.08013848215341568,0.6198729872703552,0.6008854508399963,-0.10181476920843124,0.6610702872276306,0.5459499359130859,-0.12268846482038498,0.5396013259887695,0.508092999458313,-0.04460036754608154,0.5665249824523926,0.3923988938331604,-0.07123825699090958,0.5799147486686707,0.3121037483215332,-0.09285040199756622,0.589417576789856,0.24158626794815063,-0.10875865072011948,0.4943512976169586,0.4866426885128021,-0.03700822591781616,0.5007341504096985,0.34662872552871704,-0.060634177178144455,0.5043893456459045,0.25311413407325745,-0.08007197082042694,0.5074570775032043,0.17188414931297302,-0.09424486756324768,0.45102041959762573,0.4972863495349884,-0.035507407039403915,0.44902750849723816,0.3686942458152771,-0.0601775199174881,0.4487403631210327,0.28135746717453003,-0.07775269448757172,0.45080217719078064,0.20589479804039001,-0.08915502578020096,0.4077184796333313,0.5316625833511353,-0.039002999663352966,0.39308786392211914,0.4334821403026581,-0.06261927634477615,0.38430795073509216,0.36452990770339966,-0.07530531287193298,0.3782455027103424,0.29727041721343994,-0.08317507058382034
idle,0.47139742970466614,0.7996975183486938,7.718136885159765e-07,0.5380148887634277,0.753730058670044,-0.053474150598049164,0.5864360332489014,0.6802752614021301,-0.08070547878742218,0.6210715174674988,0.6037954092025757,-0.1026182770729065,0.6622124314308167,0.5484415888786316,-0.12372031062841415,0.5402050018310547,0.5108830332756042,-0.04532775282859802,0.568335771560669,0.3954111337661743,-0.07222262769937515,0.5824158191680908,0.3154059648513794,-0.09392637759447098,0.5924758315086365,0.24481189250946045,-0.10986240208148956,0.49505123496055603,0.4886826276779175,-0.037606023252010345,0.5026930570602417,0.3490278422832489,-0.06135403364896774,0.5071254968643188,0.25526171922683716,-0.08073186129331589,0.5108238458633423,0.1736384928226471,-0.09484993666410446,0.4516600966453552,0.4987633526325226,-0.03597400337457657,0.4504551887512207,0.37012040615081787,-0.06072196364402771,0.4503910541534424,0.28296881914138794,-0.07824104279279709,0.4525514543056488,0.20781302452087402,-0.08959804475307465,0.4084336757659912,0.5328922271728516,-0.039343737065792084,0.39419156312942505,0.4349197745323181,-0.06306979060173035,0.3855224847793579,0.36602044105529785,-0.07572583109140396,0.3794702887535095,0.29920631647109985,-0.08353689312934875
idle,0.4739539325237274,0.8088033199310303,7.741895728941017e-07,0.5410237312316895,0.7601809501647949,-0.052525803446769714,0.5894854664802551,0.6850143671035767,-0.07951106876134872,0.6244608759880066,0.6070021390914917,-0.10140731930732727,0.6663239002227783,0.5517111420631409,-0.12253139913082123,0.5420370101928711,0.5147648453712463,-0.04434909671545029,0.5706830024719238,0.39814263582229614,-0.0712139904499054,0.5846555829048157,0.31730085611343384,-0.092811219394207,0.5945967435836792,0.24660348892211914,-0.10867976397275925,0.4962993562221527,0.49321505427360535,-0.037242475897073746,0.5033732056617737,0.3517231345176697,-0.061142321676015854,0.5076747536659241,0.2575470507144928,-0.08034571260213852,0.5113310813903809,0.1762603521347046,-0.09427791833877563,0.45256149768829346,0.504386842250824,-0.03622133284807205,0.4509572386741638,0.3730652928352356,-0.06126372888684273,0.45090651512145996,0.2845882475376129,-0.07888130098581314,0.4533165991306305,0.20867696404457092,-0.09022285044193268,0.4091200530529022,0.5400708317756653,-0.04010653495788574,0.39406317472457886,0.4405352473258972,-0.06424884498119354,0.38493913412094116,0.37065285444259644,-0.0771489292383194,0.37856027483940125,0.3028685450553894,-0.08503516018390656
idle,0.4712660610675812,0.814971923828125,7.576300617984089e-07,0.5376352667808533,0.7679070234298706,-0.05167283117771149,0.5858026742935181,0.6925856471061707,-0.07803959399461746,0.6209680438041687,0.6141272187232971,-0.09935752302408218,0.6623753309249878,0.558869481086731,-0.11991145461797714,0.5390247702598572,0.5219855308532715,-0.04405507817864418,0.5672110319137573,0.4047505855560303,-0.0704946219921112,0.5810371041297913,0.32429349422454834,-0.09179312735795975,0.590924859046936,0.2531646490097046,-0.10753169655799866,0.4935752749443054,0.49973151087760925,-0.037190914154052734,0.5004981756210327,0.35836565494537354,-0.06067211925983429,0.5042812824249268,0.26408934593200684,-0.07990001142024994,0.5072692036628723,0.18195614218711853,-0.09389634430408478,0.4499104917049408,0.5105165243148804,-0.03618091717362404,0.4477735459804535,0.380045622587204,-0.06075264513492584,0.44732335209846497,0.2919488847255707,-0.07809203863143921,0.44908463954925537,0.21591588854789734,-0.08927657455205917,0.40636250376701355,0.5462749600410461,-0.039974283427000046,0.3909377455711365,0.4468296468257904,-0.06361355632543564,0.38192248344421387,0.3770415186882019,-0.07603468745946884,0.3756103515625,0.30934691429138184,-0.08356541395187378
idle,0.47189217805862427,0.81471848487854,7.867902240832336e-07,0.5387252569198608,0.7672748565673828,-0.05482228472828865,0.5867518186569214,0.6922812461853027,-0.08296411484479904,0.6213551163673401,0.614611029624939,-0.10562608391046524,0.6626651883125305,0.5580123066902161,-0.1275387555360794,0.5399931073188782,0.5216407775878906,-0.047136131674051285,0.5684308409690857,0.40467119216918945,-0.07446550577878952,0.5824405550956726,0.32344919443130493,-0.09644562005996704,0.5923360586166382,0.2523674964904785,-0.11264766752719879,0.49404260516166687,0.5001587867736816,-0.039156071841716766,0.5008611679077148,0.35848817229270935,-0.06338605284690857,0.5046687722206116,0.26395750045776367,-0.08314241468906403,0.507802426815033,0.18135389685630798,-0.09761064499616623,0.4501715302467346,0.5113056302070618,-0.037361178547143936,0.4483153820037842,0.3809386193752289,-0.06263018399477005,0.4480465054512024,0.29242146015167236,-0.08077521622180939,0.4500042200088501,0.21587306261062622,-0.09266716241836548,0.40663591027259827,0.5466647148132324,-0.0406520701944828,0.3919427990913391,0.44733676314353943,-0.06493695080280304,0.38306525349617004,0.37746578454971313,-0.07816165685653687,0.3767712116241455,0.30939221382141113,-0.08648965507745743
